VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Albania,2007,1.758940397,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Albania,2008,1.80397351,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Albania,2009,1.849006622,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Albania,2010,1.894039735,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Albania,2011,1.939072848,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Albania,2012,1.98410596,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Albania,2013,2.029139073,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Albania,2014,2.074172185,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Albania,2015,2.119205298,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Albania,2016,2.112582782,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Albania,2017,2.314569536,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Albania,2018,2.162251656,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Albania,2019,2.291390729,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Albania,2020,1.804635762,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Albania,2021,1.867549669,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Algeria,2000,29.391368039,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Algeria,2001,30.016285249,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Algeria,2002,31.175732641,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Algeria,2003,32.335180034,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Algeria,2004,33.494627426,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Algeria,2005,34.654074819,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Algeria,2006,35.813522211,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Algeria,2007,36.972969603,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Algeria,2008,38.132416996,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Algeria,2009,39.291864388,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Algeria,2010,40.451311781,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Algeria,2011,41.610759173,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Algeria,2012,42.770206565,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Algeria,2013,46.261535385,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Algeria,2014,49.752864204,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Algeria,2015,53.244193023,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Algeria,2016,54.855575555,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Algeria,2017,57.178366332,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Algeria,2018,57.178366332,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Algeria,2019,57.178366332,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Algeria,2020,57.178366332,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Algeria,2021,57.178366332,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Angola,2000,0.141509434,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Angola,2001,0.132978437,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Angola,2002,0.124447439,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Angola,2003,0.115916442,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Angola,2004,0.107385445,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Angola,2005,0.098854447,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Angola,2006,0.098854447,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Angola,2007,0.098854447,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Angola,2008,0.098854447,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Angola,2009,0.098854447,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Angola,2010,0.098854447,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Angola,2011,0.098854447,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Angola,2012,0.098854447,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Angola,2013,0.098854447,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Angola,2014,0.098854447,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Angola,2015,0.098854447,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Angola,2016,0.098854447,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Angola,2017,0.098854447,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Angola,2018,0.098854447,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Angola,2019,0.098854447,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Angola,2020,0.098854447,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Angola,2021,0.098854447,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Antigua and Barbuda,2000,2.5,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Antigua and Barbuda,2001,2.5,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Antigua and Barbuda,2002,2.5,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Antigua and Barbuda,2003,2.5,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Antigua and Barbuda,2004,2.5,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Antigua and Barbuda,2005,2.5,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Antigua and Barbuda,2006,2.637362637,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Antigua and Barbuda,2007,2.774725275,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Antigua and Barbuda,2008,2.912087912,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Antigua and Barbuda,2009,3.049450549,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Antigua and Barbuda,2010,3.186813187,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Antigua and Barbuda,2011,3.324175824,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Antigua and Barbuda,2012,3.461538461,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Antigua and Barbuda,2013,3.461538461,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Antigua and Barbuda,2014,3.461538461,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Antigua and Barbuda,2015,3.461538461,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Antigua and Barbuda,2016,3.461538461,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Antigua and Barbuda,2017,3.461538461,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Antigua and Barbuda,2018,3.461538461,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Antigua and Barbuda,2019,3.461538461,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Antigua and Barbuda,2020,3.461538461,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Antigua and Barbuda,2021,3.461538461,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Argentina,2000,2.455948142,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Argentina,2001,2.5224513,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Argentina,2002,2.588954458,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Argentina,2003,2.655457616,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Argentina,2004,2.721960774,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Argentina,2005,2.788463933,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Argentina,2006,2.854967091,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Argentina,2007,2.921470249,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Argentina,2008,2.987973407,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Argentina,2009,3.054476565,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Argentina,2010,3.120979723,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Argentina,2011,3.187482881,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Argentina,2012,3.187482881,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Argentina,2013,3.187482881,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Argentina,2014,3.187482881,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Argentina,2015,3.187482881,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Argentina,2016,3.187482881,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Argentina,2017,3.187482881,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Argentina,2018,3.187482881,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Argentina,2019,3.187482881,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Argentina,2020,3.187482881,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Argentina,2021,3.187482881,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Armenia,2000,17.621315485,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Armenia,2001,16.147509332,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Armenia,2002,14.673703179,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Armenia,2003,16.720298623,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Armenia,2004,23.722486807,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Armenia,2005,19.822370961,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Armenia,2006,23.928433518,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Armenia,2007,24.327455271,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Armenia,2008,21.165315141,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Armenia,2009,18.003175012,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Armenia,2010,14.841034882,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Armenia,2011,21.173896254,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Armenia,2012,27.133479212,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Armenia,2013,29.476123053,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Armenia,2014,27.571115974,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Armenia,2015,34.405972455,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Armenia,2016,32.745527095,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Armenia,2017,27.030505857,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Armenia,2018,24.224481915,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Armenia,2019,27.468142618,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Armenia,2020,25.614622216,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Armenia,2021,29.038486292,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia,2000,3.07398374,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia,2001,3.054878049,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia,2002,2.913109756,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia,2003,2.771341463,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia,2004,2.629573171,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia,2005,2.487804878,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia,2006,2.2375,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia,2007,1.987195122,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia,2008,1.736890244,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia,2009,1.486585366,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia,2010,1.495731707,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia,2011,1.493902439,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia,2012,1.948577236,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia,2013,2.636178862,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia,2014,2.400406504,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia,2015,1.910569106,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia,2016,2.266260163,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia,2017,2.457473984,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia,2018,2.566611154,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia,2019,2.12398374,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia,2020,1.723577236,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia,2021,2.280487805,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia and New Zealand,2000,2.040425606,%,E,True
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia and New Zealand,2001,2.054038026,%,E,True
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia and New Zealand,2002,1.993963021,%,E,True
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia and New Zealand,2003,1.933888017,%,E,True
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia and New Zealand,2004,1.873813012,%,E,True
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia and New Zealand,2005,1.813738008,%,E,True
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia and New Zealand,2006,1.688461538,%,E,True
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia and New Zealand,2007,1.549908425,%,E,True
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia and New Zealand,2008,1.411355311,%,E,True
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia and New Zealand,2009,1.272802198,%,E,True
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia and New Zealand,2010,1.29010989,%,E,True
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia and New Zealand,2011,1.289010989,%,E,True
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia and New Zealand,2012,1.562148962,%,E,True
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia and New Zealand,2013,1.975213675,%,E,True
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia and New Zealand,2014,1.833577534,%,E,True
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia and New Zealand,2015,1.539316239,%,E,True
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia and New Zealand,2016,1.752991453,%,E,True
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia and New Zealand,2017,1.867859829,%,E,True
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia and New Zealand,2018,1.933422085,%,E,True
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia and New Zealand,2019,1.667521368,%,E,True
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia and New Zealand,2020,1.426984127,%,E,True
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Australia and New Zealand,2021,1.761538462,%,E,True
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Austria,2000,0.128700129,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Austria,2001,0.128700129,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Austria,2002,0.128700129,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Austria,2003,0.125016088,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Austria,2004,0.121332046,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Austria,2005,0.117648005,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Austria,2006,0.113963964,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Austria,2007,0.110279923,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Austria,2008,0.106595882,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Austria,2009,0.10291184,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Austria,2010,0.099227799,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Austria,2011,0.105934506,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Austria,2012,0.112641213,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Austria,2013,0.119347919,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Austria,2014,0.126054626,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Austria,2015,0.132761333,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Austria,2016,0.13946804,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Austria,2017,0.146174746,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Austria,2018,0.152881453,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Austria,2019,0.15958816,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Austria,2020,0.15958816,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Austria,2021,0.15958816,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Azerbaijan,2000,28.524873828,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Azerbaijan,2001,25.813987022,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Azerbaijan,2002,25.219899063,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Azerbaijan,2003,26.327325162,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Azerbaijan,2004,28.100937275,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Azerbaijan,2005,30.122566691,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Azerbaijan,2006,31.025234319,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Azerbaijan,2007,31.336697909,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Azerbaijan,2008,30.206200433,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Azerbaijan,2009,29.707281903,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Azerbaijan,2010,29.127613554,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Azerbaijan,2011,29.666906993,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Azerbaijan,2012,31.287671233,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Azerbaijan,2013,31.316510454,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Azerbaijan,2014,30.044700793,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Azerbaijan,2015,30.725306417,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Azerbaijan,2016,31.204037491,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Azerbaijan,2017,32.187454939,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Azerbaijan,2018,32.406633021,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Azerbaijan,2019,33.493871666,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Azerbaijan,2020,32.320115357,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Azerbaijan,2021,34.497476568,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Bahrain,2000,146.551724138,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Bahrain,2001,143.448275862,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Bahrain,2002,140.344827586,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Bahrain,2003,137.24137931,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Bahrain,2004,135.407523511,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Bahrain,2005,133.573667712,%,I,False
