,date,sector,GVA_share
209,2021-09-30,Production GVA share,0.12598132066955486
210,2021-12-31,Production GVA share,0.12479582879880607
211,2022-03-31,Production GVA share,0.12642738689671115
212,2022-06-30,Production GVA share,0.13353751805544217
213,2022-09-30,Production GVA share,0.1323806033956272
214,2022-12-31,Production GVA share,0.13233075967019878
215,2023-03-31,Production GVA share,0.13066799597792297
216,2023-06-30,Production GVA share,0.1312462839846495
217,2023-09-30,Production GVA share,0.1311361358410471
218,2023-12-31,Production GVA share,0.12924451379691965
219,2024-03-31,Production GVA share,0.1274279036353584
220,2024-06-30,Production GVA share,0.12508150101703513
221,2024-09-30,Production GVA share,0.12265628539437833
222,1997-03-31,Construction GVA share,0.04746201970191678
223,1997-06-30,Construction GVA share,0.04867819789695157
224,1997-09-30,Construction GVA share,0.047932453314963416
225,1997-12-31,Construction GVA share,0.04939377459291724
226,1998-03-31,Construction GVA share,0.05138859310076079
227,1998-06-30,Construction GVA share,0.05101926898430348
228,1998-09-30,Construction GVA share,0.051785682807735024
229,1998-12-31,Construction GVA share,0.053248864179032546
230,1999-03-31,Construction GVA share,0.05420875274095322
231,1999-06-30,Construction GVA share,0.05552323056882327
232,1999-09-30,Construction GVA share,0.05618244346347442
233,1999-12-31,Construction GVA share,0.05652482829399226
234,2000-03-31,Construction GVA share,0.05816950939293862
235,2000-06-30,Construction GVA share,0.057969593739022454
236,2000-09-30,Construction GVA share,0.05665877502375546
237,2000-12-31,Construction GVA share,0.057735664496940245
238,2001-03-31,Construction GVA share,0.0576537085262914
239,2001-06-30,Construction GVA share,0.058760957505454486
240,2001-09-30,Construction GVA share,0.05871298909841463
241,2001-12-31,Construction GVA share,0.06018013153073229
242,2002-03-31,Construction GVA share,0.06040670541141813
243,2002-06-30,Construction GVA share,0.060693652482136214
244,2002-09-30,Construction GVA share,0.0611208762743538
245,2002-12-31,Construction GVA share,0.06184994741147599
246,2003-03-31,Construction GVA share,0.06087782537400764
247,2003-06-30,Construction GVA share,0.061854972301882756
248,2003-09-30,Construction GVA share,0.06244724851770524
249,2003-12-31,Construction GVA share,0.06286406426855864
250,2004-03-31,Construction GVA share,0.06416530535418875
251,2004-06-30,Construction GVA share,0.061620205648237544
252,2004-09-30,Construction GVA share,0.06148059817154844
253,2004-12-31,Construction GVA share,0.06183052808372035
254,2005-03-31,Construction GVA share,0.06438388255505231
255,2005-06-30,Construction GVA share,0.06579445731930438
256,2005-09-30,Construction GVA share,0.06469092918607405
257,2005-12-31,Construction GVA share,0.06385871659765494
258,2006-03-31,Construction GVA share,0.06442465761796215
259,2006-06-30,Construction GVA share,0.06443900339997939
260,2006-09-30,Construction GVA share,0.06437361276782075
261,2006-12-31,Construction GVA share,0.06469361270939872
262,2007-03-31,Construction GVA share,0.06596367448379839
263,2007-06-30,Construction GVA share,0.06582508846681592
264,2007-09-30,Construction GVA share,0.06512724866819525
265,2007-12-31,Construction GVA share,0.06647631701697598
266,2008-03-31,Construction GVA share,0.06685119876385728
267,2008-06-30,Construction GVA share,0.06584549170565833
268,2008-09-30,Construction GVA share,0.06410115145171065
269,2008-12-31,Construction GVA share,0.06161192343010525
270,2009-03-31,Construction GVA share,0.0567585693419041
271,2009-06-30,Construction GVA share,0.055113840674425374
272,2009-09-30,Construction GVA share,0.0545611020363099
273,2009-12-31,Construction GVA share,0.052649832931523075
274,2010-03-31,Construction GVA share,0.05337044893669945
275,2010-06-30,Construction GVA share,0.0544265106565426
276,2010-09-30,Construction GVA share,0.05490418869146618
277,2010-12-31,Construction GVA share,0.05333607062204886
278,2011-03-31,Construction GVA share,0.0542409242707534
279,2011-06-30,Construction GVA share,0.05508782588883705
280,2011-09-30,Construction GVA share,0.05449632389588907
281,2011-12-31,Construction GVA share,0.05538132763456658
282,2012-03-31,Construction GVA share,0.05434111757600055
283,2012-06-30,Construction GVA share,0.05431307369473292
284,2012-09-30,Construction GVA share,0.053163513008838544
285,2012-12-31,Construction GVA share,0.054017692923088
286,2013-03-31,Construction GVA share,0.054897319413020576
287,2013-06-30,Construction GVA share,0.05597835577816191
288,2013-09-30,Construction GVA share,0.05702493809249856
289,2013-12-31,Construction GVA share,0.057033927964198046
290,2014-03-31,Construction GVA share,0.05750562866967189
291,2014-06-30,Construction GVA share,0.057635086018899925
292,2014-09-30,Construction GVA share,0.05779486039501959
293,2014-12-31,Construction GVA share,0.058183240117546685
294,2015-03-31,Construction GVA share,0.06046197252092489
295,2015-06-30,Construction GVA share,0.061972749537849425
296,2015-09-30,Construction GVA share,0.06129428864050467
297,2015-12-31,Construction GVA share,0.061856390173942
298,2016-03-31,Construction GVA share,0.06181319630862818
299,2016-06-30,Construction GVA share,0.061601978457702294
300,2016-09-30,Construction GVA share,0.060416353912028375
301,2016-12-31,Construction GVA share,0.05980629913281747
302,2017-03-31,Construction GVA share,0.061410647529604276
303,2017-06-30,Construction GVA share,0.06184731119855181
304,2017-09-30,Construction GVA share,0.061981705811764355
305,2017-12-31,Construction GVA share,0.062462508455539814
306,2018-03-31,Construction GVA share,0.06184453746815984
307,2018-06-30,Construction GVA share,0.06278419905542379
308,2018-09-30,Construction GVA share,0.06301635151938989
309,2018-12-31,Construction GVA share,0.06266042734041526
310,2019-03-31,Construction GVA share,0.0626319967188294
311,2019-06-30,Construction GVA share,0.06270826655700229
312,2019-09-30,Construction GVA share,0.06283585297700078
313,2019-12-31,Construction GVA share,0.06117390481298607
314,2020-03-31,Construction GVA share,0.060986726371341754
315,2020-06-30,Construction GVA share,0.04684651277772627
316,2020-09-30,Construction GVA share,0.05793822789835892
317,2020-12-31,Construction GVA share,0.05830650497931544
318,2021-03-31,Construction GVA share,0.05886014521538644
319,2021-06-30,Construction GVA share,0.0588401680642557
320,2021-09-30,Construction GVA share,0.05810189918099507
321,2021-12-31,Construction GVA share,0.05761528037005502
322,2022-03-31,Construction GVA share,0.05833513852001391
323,2022-06-30,Construction GVA share,0.060886322581103096
324,2022-09-30,Construction GVA share,0.0617616779214434
325,2022-12-31,Construction GVA share,0.06292976985280302
326,2023-03-31,Construction GVA share,0.06223805711144534
327,2023-06-30,Construction GVA share,0.06284795416463974
328,2023-09-30,Construction GVA share,0.06319708238227194
329,2023-12-31,Construction GVA share,0.062134274056500315
330,2024-03-31,Construction GVA share,0.06049605874310156
331,2024-06-30,Construction GVA share,0.05995385538427018
332,2024-09-30,Construction GVA share,0.06022302907921222
333,1997-03-31,Services (Financial and insurance) GVA share,0.07257476464058632
334,1997-06-30,Services (Financial and insurance) GVA share,0.07260636174499481
335,1997-09-30,Services (Financial and insurance) GVA share,0.07288544246057604
336,1997-12-31,Services (Financial and insurance) GVA share,0.06694757624089977
337,1998-03-31,Services (Financial and insurance) GVA share,0.07854874009361505
338,1998-06-30,Services (Financial and insurance) GVA share,0.07216379753053341
339,1998-09-30,Services (Financial and insurance) GVA share,0.06644308907260836
340,1998-12-31,Services (Financial and insurance) GVA share,0.06251506030694548
341,1999-03-31,Services (Financial and insurance) GVA share,0.0673260938746507
342,1999-06-30,Services (Financial and insurance) GVA share,0.06797221016066
343,1999-09-30,Services (Financial and insurance) GVA share,0.0652274394561977
344,1999-12-31,Services (Financial and insurance) GVA share,0.07184436974650252
345,2000-03-31,Services (Financial and insurance) GVA share,0.0694690374811606
346,2000-06-30,Services (Financial and insurance) GVA share,0.06687416774910342
347,2000-09-30,Services (Financial and insurance) GVA share,0.06502552704900871
348,2000-12-31,Services (Financial and insurance) GVA share,0.06333029810211896
349,2001-03-31,Services (Financial and insurance) GVA share,0.06799586784975
350,2001-06-30,Services (Financial and insurance) GVA share,0.06430473705869108
351,2001-09-30,Services (Financial and insurance) GVA share,0.06575993407448197
352,2001-12-31,Services (Financial and insurance) GVA share,0.06066228230892365
353,2002-03-31,Services (Financial and insurance) GVA share,0.0651194205840714
354,2002-06-30,Services (Financial and insurance) GVA share,0.06460282437669382
355,2002-09-30,Services (Financial and insurance) GVA share,0.0645179195885063
356,2002-12-31,Services (Financial and insurance) GVA share,0.06789032371158116
357,2003-03-31,Services (Financial and insurance) GVA share,0.06470639226196066
358,2003-06-30,Services (Financial and insurance) GVA share,0.06628667106036587
359,2003-09-30,Services (Financial and insurance) GVA share,0.0702150684499732
360,2003-12-31,Services (Financial and insurance) GVA share,0.069959003947768
361,2004-03-31,Services (Financial and insurance) GVA share,0.06723905107598369
362,2004-06-30,Services (Financial and insurance) GVA share,0.0704274323676553
363,2004-09-30,Services (Financial and insurance) GVA share,0.07689584105765601
364,2004-12-31,Services (Financial and insurance) GVA share,0.0818403226283562
365,2005-03-31,Services (Financial and insurance) GVA share,0.0816804622833047
366,2005-06-30,Services (Financial and insurance) GVA share,0.07919215781939104
367,2005-09-30,Services (Financial and insurance) GVA share,0.07925475645377754
368,2005-12-31,Services (Financial and insurance) GVA share,0.08291582007825098
369,2006-03-31,Services (Financial and insurance) GVA share,0.08385227918573882
370,2006-06-30,Services (Financial and insurance) GVA share,0.08242374288640675
371,2006-09-30,Services (Financial and insurance) GVA share,0.08367331531504325
372,2006-12-31,Services (Financial and insurance) GVA share,0.09458274323435473
373,2007-03-31,Services (Financial and insurance) GVA share,0.08782200025913144
374,2007-06-30,Services (Financial and insurance) GVA share,0.09335451722394743
375,2007-09-30,Services (Financial and insurance) GVA share,0.09406191893957543
376,2007-12-31,Services (Financial and insurance) GVA share,0.08377740398886172
377,2008-03-31,Services (Financial and insurance) GVA share,0.08167490669178971
378,2008-06-30,Services (Financial and insurance) GVA share,0.08354848336340415
379,2008-09-30,Services (Financial and insurance) GVA share,0.08414136962150846
380,2008-12-31,Services (Financial and insurance) GVA share,0.08422405876951332
381,2009-03-31,Services (Financial and insurance) GVA share,0.09313600118217417
382,2009-06-30,Services (Financial and insurance) GVA share,0.09627228155090439
383,2009-09-30,Services (Financial and insurance) GVA share,0.10056421043095712
384,2009-12-31,Services (Financial and insurance) GVA share,0.09816577140520802
385,2010-03-31,Services (Financial and insurance) GVA share,0.09510873362567461
386,2010-06-30,Services (Financial and insurance) GVA share,0.09509702225357178
387,2010-09-30,Services (Financial and insurance) GVA share,0.09646450508011263
388,2010-12-31,Services (Financial and insurance) GVA share,0.09724218161910628
389,2011-03-31,Services (Financial and insurance) GVA share,0.09463183719346785
390,2011-06-30,Services (Financial and insurance) GVA share,0.09161775395731846
391,2011-09-30,Services (Financial and insurance) GVA share,0.0930381673630924
392,2011-12-31,Services (Financial and insurance) GVA share,0.09180713236276213
393,2012-03-31,Services (Financial and insurance) GVA share,0.08980804025932236
394,2012-06-30,Services (Financial and insurance) GVA share,0.09053236755601747
395,2012-09-30,Services (Financial and insurance) GVA share,0.08977032242001742
396,2012-12-31,Services (Financial and insurance) GVA share,0.08769032497048178
397,2013-03-31,Services (Financial and insurance) GVA share,0.09022015554495576
398,2013-06-30,Services (Financial and insurance) GVA share,0.09060860453992109
399,2013-09-30,Services (Financial and insurance) GVA share,0.08851647114735237
400,2013-12-31,Services (Financial and insurance) GVA share,0.08662812776910418
401,2014-03-31,Services (Financial and insurance) GVA share,0.086686418105922
402,2014-06-30,Services (Financial and insurance) GVA share,0.08842985219287618
403,2014-09-30,Services (Financial and insurance) GVA share,0.08899533654110466
404,2014-12-31,Services (Financial and insurance) GVA share,0.08770262584131197
405,2015-03-31,Services (Financial and insurance) GVA share,0.08540227123929027
406,2015-06-30,Services (Financial and insurance) GVA share,0.08119070631621421
407,2015-09-30,Services (Financial and insurance) GVA share,0.07945417684427616
408,2015-12-31,Services (Financial and insurance) GVA share,0.0817534358840635
409,2016-03-31,Services (Financial and insurance) GVA share,0.08336463241817113
410,2016-06-30,Services (Financial and insurance) GVA share,0.08266056233436207
411,2016-09-30,Services (Financial and insurance) GVA share,0.08856091041288093
412,2016-12-31,Services (Financial and insurance) GVA share,0.09005746708693191
413,2017-03-31,Services (Financial and insurance) GVA share,0.08783798486384863
414,2017-06-30,Services (Financial and insurance) GVA share,0.08894886887147302
415,2017-09-30,Services (Financial and insurance) GVA share,0.08933497341310476
416,2017-12-31,Services (Financial and insurance) GVA share,0.08912458041377902
417,2018-03-31,Services (Financial and insurance) GVA share,0.08793493703960142
418,2018-06-30,Services (Financial and insurance) GVA share,0.08653455986011237
419,2018-09-30,Services (Financial and insurance) GVA share,0.0830466006922964
420,2018-12-31,Services (Financial and insurance) GVA share,0.08218195568763088
421,2019-03-31,Services (Financial and insurance) GVA share,0.08176195596946552
422,2019-06-30,Services (Financial and insurance) GVA share,0.08194589756460421
423,2019-09-30,Services (Financial and insurance) GVA share,0.08184463391527946
424,2019-12-31,Services (Financial and insurance) GVA share,0.08216860437601552
425,2020-03-31,Services (Financial and insurance) GVA share,0.08259235566927875
426,2020-06-30,Services (Financial and insurance) GVA share,0.09449408476014576
427,2020-09-30,Services (Financial and insurance) GVA share,0.08529024947061938
428,2020-12-31,Services (Financial and insurance) GVA share,0.08993216114063471
429,2021-03-31,Services (Financial and insurance) GVA share,0.09325768154994697
430,2021-06-30,Services (Financial and insurance) GVA share,0.09001337678332558
431,2021-09-30,Services (Financial and insurance) GVA share,0.08662626293800176
432,2021-12-31,Services (Financial and insurance) GVA share,0.09076760853261759
433,2022-03-31,Services (Financial and insurance) GVA share,0.08739348640102813
434,2022-06-30,Services (Financial and insurance) GVA share,0.08755336780577136
435,2022-09-30,Services (Financial and insurance) GVA share,0.08826362351463121
436,2022-12-31,Services (Financial and insurance) GVA share,0.09026782990034597
437,2023-03-31,Services (Financial and insurance) GVA share,0.09130763597129916
438,2023-06-30,Services (Financial and insurance) GVA share,0.08789558672504189
439,2023-09-30,Services (Financial and insurance) GVA share,0.08613878898649843
440,2023-12-31,Services (Financial and insurance) GVA share,0.0862439328211147
441,2024-03-31,Services (Financial and insurance) GVA share,0.085462870082533
442,2024-06-30,Services (Financial and insurance) GVA share,0.08533664594657435
443,2024-09-30,Services (Financial and insurance) GVA share,0.08544162475972274
444,1997-03-31,"Services (Distribution, transport, hotels and restaurants) GVA share",0.18115824234007868
445,1997-06-30,"Services (Distribution, transport, hotels and restaurants) GVA share",0.18498184840956375
446,1997-09-30,"Services (Distribution, transport, hotels and restaurants) GVA share",0.19005883338608479
447,1997-12-31,"Services (Distribution, transport, hotels and restaurants) GVA share",0.19403326127789483
448,1998-03-31,"Services (Distribution, transport, hotels and restaurants) GVA share",0.18935978358881875
449,1998-06-30,"Services (Distribution, transport, hotels and restaurants) GVA share",0.18990332015986783
450,1998-09-30,"Services (Distribution, transport, hotels and restaurants) GVA share",0.193609088825821
451,1998-12-31,"Services (Distribution, transport, hotels and restaurants) GVA share",0.1935999719604467
452,1999-03-31,"Services (Distribution, transport, hotels and restaurants) GVA share",0.1920171236011875
453,1999-06-30,"Services (Distribution, transport, hotels and restaurants) GVA share",0.19115935735996525
454,1999-09-30,"Services (Distribution, transport, hotels and restaurants) GVA share",0.19375712934810724
455,1999-12-31,"Services (Distribution, transport, hotels and restaurants) GVA share",0.1904825219280933
456,2000-03-31,"Services (Distribution, transport, hotels and restaurants) GVA share",0.19151547096466015
457,2000-06-30,"Services (Distribution, transport, hotels and restaurants) GVA share",0.18775171760246387
458,2000-09-30,"Services (Distribution, transport, hotels and restaurants) GVA share",0.18762783656246476
459,2000-12-31,"Services (Distribution, transport, hotels and restaurants) GVA share",0.18808227729819357
460,2001-03-31,"Services (Distribution, transport, hotels and restaurants) GVA share",0.18840955422268832
461,2001-06-30,"Services (Distribution, transport, hotels and restaurants) GVA share",0.19194366153440015
462,2001-09-30,"Services (Distribution, transport, hotels and restaurants) GVA share",0.19478063977018487
463,2001-12-31,"Services (Distribution, transport, hotels and restaurants) GVA share",0.19471948467724826
464,2002-03-31,"Services (Distribution, transport, hotels and restaurants) GVA share",0.18945878186806686
465,2002-06-30,"Services (Distribution, transport, hotels and restaurants) GVA share",0.18936930773828095
466,2002-09-30,"Services (Distribution, transport, hotels and restaurants) GVA share",0.18869872518363645
467,2002-12-31,"Services (Distribution, transport, hotels and restaurants) GVA share",0.18743791632581513
468,2003-03-31,"Services (Distribution, transport, hotels and restaurants) GVA share",0.18799346976515716
469,2003-06-30,"Services (Distribution, transport, hotels and restaurants) GVA share",0.1881761992126966
470,2003-09-30,"Services (Distribution, transport, hotels and restaurants) GVA share",0.1875693868045122
471,2003-12-31,"Services (Distribution, transport, hotels and restaurants) GVA share",0.18443047235182067
472,2004-03-31,"Services (Distribution, transport, hotels and restaurants) GVA share",0.18714621704789172
473,2004-06-30,"Services (Distribution, transport, hotels and restaurants) GVA share",0.1852960835015562
474,2004-09-30,"Services (Distribution, transport, hotels and restaurants) GVA share",0.184298163865869
475,2004-12-31,"Services (Distribution, transport, hotels and restaurants) GVA share",0.18466003398509784
