,year,region_sdg,stat,amount,population_type,category,share
81,2010,Central and Southern Asia,wat_share_sm_u,0.21425508592179598,Urban,Safely managed,0.21425508592179598
82,2010,Eastern and South-Eastern Asia,wat_share_sm_u,0.6489658632123998,Urban,Safely managed,0.6489658632123998
83,2010,Europe and Northern America,wat_share_sm_u,0.5621716914190645,Urban,Safely managed,0.5621716914190645
84,2010,Latin America and the Caribbean,wat_share_sm_u,0.48535236356234884,Urban,Safely managed,0.48535236356234884
85,2010,Northern Africa and Western Asia,wat_share_sm_u,0.2702204427538226,Urban,Safely managed,0.2702204427538226
86,2010,Oceania,wat_share_sm_u,0.14226354106622421,Urban,Safely managed,0.14226354106622421
87,2010,Sub-Saharan Africa,wat_share_sm_u,0.30480193433421526,Urban,Safely managed,0.30480193433421526
88,2011,Australia and New Zealand,wat_share_sm_u,0.8304970195382941,Urban,Safely managed,0.8304970195382941
89,2011,Central and Southern Asia,wat_share_sm_u,0.21508187540863694,Urban,Safely managed,0.21508187540863694
90,2011,Eastern and South-Eastern Asia,wat_share_sm_u,0.6572033411930682,Urban,Safely managed,0.6572033411930682
91,2011,Europe and Northern America,wat_share_sm_u,0.5628492186435616,Urban,Safely managed,0.5628492186435616
92,2011,Latin America and the Caribbean,wat_share_sm_u,0.4858152044286628,Urban,Safely managed,0.4858152044286628
93,2011,Northern Africa and Western Asia,wat_share_sm_u,0.2733503066627123,Urban,Safely managed,0.2733503066627123
94,2011,Oceania,wat_share_sm_u,0.14147079783145192,Urban,Safely managed,0.14147079783145192
95,2011,Sub-Saharan Africa,wat_share_sm_u,0.305842471269408,Urban,Safely managed,0.305842471269408
96,2012,Australia and New Zealand,wat_share_sm_u,0.8330240364576942,Urban,Safely managed,0.8330240364576942
97,2012,Central and Southern Asia,wat_share_sm_u,0.21659927156955142,Urban,Safely managed,0.21659927156955142
98,2012,Eastern and South-Eastern Asia,wat_share_sm_u,0.6654213150684906,Urban,Safely managed,0.6654213150684906
99,2012,Europe and Northern America,wat_share_sm_u,0.5633145039360117,Urban,Safely managed,0.5633145039360117
100,2012,Latin America and the Caribbean,wat_share_sm_u,0.4862428918817672,Urban,Safely managed,0.4862428918817672
101,2012,Northern Africa and Western Asia,wat_share_sm_u,0.2771416642351001,Urban,Safely managed,0.2771416642351001
102,2012,Oceania,wat_share_sm_u,0.14062249449385816,Urban,Safely managed,0.14062249449385816
103,2012,Sub-Saharan Africa,wat_share_sm_u,0.308704734937067,Urban,Safely managed,0.308704734937067
104,2013,Australia and New Zealand,wat_share_sm_u,0.8348232164873419,Urban,Safely managed,0.8348232164873419
105,2013,Central and Southern Asia,wat_share_sm_u,0.21801847455378412,Urban,Safely managed,0.21801847455378412
106,2013,Eastern and South-Eastern Asia,wat_share_sm_u,0.6736077810403308,Urban,Safely managed,0.6736077810403308
107,2013,Europe and Northern America,wat_share_sm_u,0.5637512385512569,Urban,Safely managed,0.5637512385512569
108,2013,Latin America and the Caribbean,wat_share_sm_u,0.4884212765019163,Urban,Safely managed,0.4884212765019163
109,2013,Northern Africa and Western Asia,wat_share_sm_u,0.2803069240304586,Urban,Safely managed,0.2803069240304586
110,2013,Oceania,wat_share_sm_u,0.13993142289624916,Urban,Safely managed,0.13993142289624916
111,2013,Sub-Saharan Africa,wat_share_sm_u,0.3093539909813542,Urban,Safely managed,0.3093539909813542
112,2014,Australia and New Zealand,wat_share_sm_u,0.8349589660080703,Urban,Safely managed,0.8349589660080703
113,2014,Central and Southern Asia,wat_share_sm_u,0.21975655542160052,Urban,Safely managed,0.21975655542160052
114,2014,Eastern and South-Eastern Asia,wat_share_sm_u,0.6817273906387049,Urban,Safely managed,0.6817273906387049
115,2014,Europe and Northern America,wat_share_sm_u,0.5642438256660812,Urban,Safely managed,0.5642438256660812
116,2014,Latin America and the Caribbean,wat_share_sm_u,0.49067839474806024,Urban,Safely managed,0.49067839474806024
117,2014,Northern Africa and Western Asia,wat_share_sm_u,0.2822272422978454,Urban,Safely managed,0.2822272422978454
118,2014,Oceania,wat_share_sm_u,0.13914606853121173,Urban,Safely managed,0.13914606853121173
119,2014,Sub-Saharan Africa,wat_share_sm_u,0.3101744280940289,Urban,Safely managed,0.3101744280940289
120,2015,Australia and New Zealand,wat_share_sm_u,0.8346675863838227,Urban,Safely managed,0.8346675863838227
121,2015,Central and Southern Asia,wat_share_sm_u,0.22173629911845064,Urban,Safely managed,0.22173629911845064
122,2015,Eastern and South-Eastern Asia,wat_share_sm_u,0.6897713112391823,Urban,Safely managed,0.6897713112391823
123,2015,Europe and Northern America,wat_share_sm_u,0.5649764899898173,Urban,Safely managed,0.5649764899898173
124,2015,Latin America and the Caribbean,wat_share_sm_u,0.4929631862625396,Urban,Safely managed,0.4929631862625396
125,2015,Northern Africa and Western Asia,wat_share_sm_u,0.2833987013729129,Urban,Safely managed,0.2833987013729129
126,2015,Oceania,wat_share_sm_u,0.13837869094876137,Urban,Safely managed,0.13837869094876137
127,2015,Sub-Saharan Africa,wat_share_sm_u,0.3113133656687942,Urban,Safely managed,0.3113133656687942
128,2016,Australia and New Zealand,wat_share_sm_u,0.8344095795569032,Urban,Safely managed,0.8344095795569032
129,2016,Central and Southern Asia,wat_share_sm_u,0.22335989644672974,Urban,Safely managed,0.22335989644672974
130,2016,Eastern and South-Eastern Asia,wat_share_sm_u,0.6977921754985006,Urban,Safely managed,0.6977921754985006
131,2016,Europe and Northern America,wat_share_sm_u,0.565708726043929,Urban,Safely managed,0.565708726043929
132,2016,Latin America and the Caribbean,wat_share_sm_u,0.49525557693631306,Urban,Safely managed,0.49525557693631306
133,2016,Northern Africa and Western Asia,wat_share_sm_u,0.2824556392705709,Urban,Safely managed,0.2824556392705709
134,2016,Oceania,wat_share_sm_u,0.1376342939426022,Urban,Safely managed,0.1376342939426022
135,2016,Sub-Saharan Africa,wat_share_sm_u,0.3119079169319494,Urban,Safely managed,0.3119079169319494
136,2017,Australia and New Zealand,wat_share_sm_u,0.8342395105569654,Urban,Safely managed,0.8342395105569654
137,2017,Central and Southern Asia,wat_share_sm_u,0.2247490240992219,Urban,Safely managed,0.2247490240992219
138,2017,Eastern and South-Eastern Asia,wat_share_sm_u,0.7058647930129732,Urban,Safely managed,0.7058647930129732
139,2017,Europe and Northern America,wat_share_sm_u,0.5664977922596144,Urban,Safely managed,0.5664977922596144
140,2017,Latin America and the Caribbean,wat_share_sm_u,0.49796975333056254,Urban,Safely managed,0.49796975333056254
141,2017,Northern Africa and Western Asia,wat_share_sm_u,0.28111692673259553,Urban,Safely managed,0.28111692673259553
142,2017,Oceania,wat_share_sm_u,0.13683991605732865,Urban,Safely managed,0.13683991605732865
143,2017,Sub-Saharan Africa,wat_share_sm_u,0.31227311726507845,Urban,Safely managed,0.31227311726507845
144,2018,Australia and New Zealand,wat_share_sm_u,0.8336404056291624,Urban,Safely managed,0.8336404056291624
145,2018,Central and Southern Asia,wat_share_sm_u,0.22620813046023414,Urban,Safely managed,0.22620813046023414
146,2018,Eastern and South-Eastern Asia,wat_share_sm_u,0.7137261523714692,Urban,Safely managed,0.7137261523714692
147,2018,Europe and Northern America,wat_share_sm_u,0.5673217019124785,Urban,Safely managed,0.5673217019124785
148,2018,Latin America and the Caribbean,wat_share_sm_u,0.5013440707916088,Urban,Safely managed,0.5013440707916088
149,2018,Northern Africa and Western Asia,wat_share_sm_u,0.2801693195092407,Urban,Safely managed,0.2801693195092407
150,2018,Oceania,wat_share_sm_u,0.13597643652669505,Urban,Safely managed,0.13597643652669505
151,2018,Sub-Saharan Africa,wat_share_sm_u,0.3130876501055925,Urban,Safely managed,0.3130876501055925
152,2019,Australia and New Zealand,wat_share_sm_u,0.832217116673484,Urban,Safely managed,0.832217116673484
153,2019,Central and Southern Asia,wat_share_sm_u,0.22749385046654444,Urban,Safely managed,0.22749385046654444
154,2019,Eastern and South-Eastern Asia,wat_share_sm_u,0.7213126809832114,Urban,Safely managed,0.7213126809832114
155,2019,Europe and Northern America,wat_share_sm_u,0.5682075909853374,Urban,Safely managed,0.5682075909853374
156,2019,Latin America and the Caribbean,wat_share_sm_u,0.5047745800622416,Urban,Safely managed,0.5047745800622416
157,2019,Northern Africa and Western Asia,wat_share_sm_u,0.278975480295529,Urban,Safely managed,0.278975480295529
158,2019,Oceania,wat_share_sm_u,0.13503960399874626,Urban,Safely managed,0.13503960399874626
159,2019,Sub-Saharan Africa,wat_share_sm_u,0.3139282119785713,Urban,Safely managed,0.3139282119785713
160,2020,Australia and New Zealand,wat_share_sm_u,0.8309852897332156,Urban,Safely managed,0.8309852897332156
161,2020,Central and Southern Asia,wat_share_sm_u,0.22877118126351612,Urban,Safely managed,0.22877118126351612
162,2020,Eastern and South-Eastern Asia,wat_share_sm_u,0.7259686250428382,Urban,Safely managed,0.7259686250428382
163,2020,Europe and Northern America,wat_share_sm_u,0.5690582785372245,Urban,Safely managed,0.5690582785372245
164,2020,Latin America and the Caribbean,wat_share_sm_u,0.5074970614998058,Urban,Safely managed,0.5074970614998058
165,2020,Northern Africa and Western Asia,wat_share_sm_u,0.27772415653185245,Urban,Safely managed,0.27772415653185245
166,2020,Oceania,wat_share_sm_u,0.1342679537984225,Urban,Safely managed,0.1342679537984225
167,2020,Sub-Saharan Africa,wat_share_sm_u,0.3148062686155532,Urban,Safely managed,0.3148062686155532
168,2021,Australia and New Zealand,wat_share_sm_u,0.8303501082711016,Urban,Safely managed,0.8303501082711016
169,2021,Central and Southern Asia,wat_share_sm_u,0.23021384651268711,Urban,Safely managed,0.23021384651268711
170,2021,Eastern and South-Eastern Asia,wat_share_sm_u,0.7292292337547484,Urban,Safely managed,0.7292292337547484
171,2021,Europe and Northern America,wat_share_sm_u,0.5698900537845767,Urban,Safely managed,0.5698900537845767
172,2021,Latin America and the Caribbean,wat_share_sm_u,0.5049566050549451,Urban,Safely managed,0.5049566050549451
173,2021,Northern Africa and Western Asia,wat_share_sm_u,0.27682753290526113,Urban,Safely managed,0.27682753290526113
174,2021,Oceania,wat_share_sm_u,0.13366460798713556,Urban,Safely managed,0.13366460798713556
175,2021,Sub-Saharan Africa,wat_share_sm_u,0.3151516126667275,Urban,Safely managed,0.3151516126667275
176,2022,Australia and New Zealand,wat_share_sm_u,0.8300997349975515,Urban,Safely managed,0.8300997349975515
177,2022,Central and Southern Asia,wat_share_sm_u,0.23086700483171899,Urban,Safely managed,0.23086700483171899
178,2022,Eastern and South-Eastern Asia,wat_share_sm_u,0.7321622173489275,Urban,Safely managed,0.7321622173489275
179,2022,Europe and Northern America,wat_share_sm_u,0.5690811034664937,Urban,Safely managed,0.5690811034664937
180,2022,Latin America and the Caribbean,wat_share_sm_u,0.5066416654928652,Urban,Safely managed,0.5066416654928652
181,2022,Northern Africa and Western Asia,wat_share_sm_u,0.2769443112648466,Urban,Safely managed,0.2769443112648466
182,2022,Oceania,wat_share_sm_u,0.13304648280351666,Urban,Safely managed,0.13304648280351666
183,2022,Sub-Saharan Africa,wat_share_sm_u,0.3103395560558407,Urban,Safely managed,0.3103395560558407
184,2000,Australia and New Zealand,wat_share_sm_r,0.0,Rural,Safely managed,0.0
185,2000,Central and Southern Asia,wat_share_sm_r,0.3154037638057649,Rural,Safely managed,0.3154037638057649
186,2000,Eastern and South-Eastern Asia,wat_share_sm_r,0.055665957248304074,Rural,Safely managed,0.055665957248304074
187,2000,Europe and Northern America,wat_share_sm_r,0.24181283876965365,Rural,Safely managed,0.24181283876965365
188,2000,Latin America and the Caribbean,wat_share_sm_r,0.2318556950990037,Rural,Safely managed,0.2318556950990037
189,2000,Northern Africa and Western Asia,wat_share_sm_r,0.09661410332059171,Rural,Safely managed,0.09661410332059171
190,2000,Oceania,wat_share_sm_r,0.03619142125857827,Rural,Safely managed,0.03619142125857827
191,2000,Sub-Saharan Africa,wat_share_sm_r,0.025908054694768354,Rural,Safely managed,0.025908054694768354
192,2001,Australia and New Zealand,wat_share_sm_r,0.0,Rural,Safely managed,0.0
193,2001,Central and Southern Asia,wat_share_sm_r,0.32643384876893233,Rural,Safely managed,0.32643384876893233
194,2001,Eastern and South-Eastern Asia,wat_share_sm_r,0.057561070498175375,Rural,Safely managed,0.057561070498175375
195,2001,Europe and Northern America,wat_share_sm_r,0.24139296596809387,Rural,Safely managed,0.24139296596809387
196,2001,Latin America and the Caribbean,wat_share_sm_r,0.23825328289130657,Rural,Safely managed,0.23825328289130657
197,2001,Northern Africa and Western Asia,wat_share_sm_r,0.09790339359951808,Rural,Safely managed,0.09790339359951808
198,2001,Oceania,wat_share_sm_r,0.035365657537467406,Rural,Safely managed,0.035365657537467406
199,2001,Sub-Saharan Africa,wat_share_sm_r,0.026949103326813564,Rural,Safely managed,0.026949103326813564
200,2002,Australia and New Zealand,wat_share_sm_r,0.0,Rural,Safely managed,0.0
201,2002,Central and Southern Asia,wat_share_sm_r,0.33747638737276037,Rural,Safely managed,0.33747638737276037
202,2002,Eastern and South-Eastern Asia,wat_share_sm_r,0.06031245445405091,Rural,Safely managed,0.06031245445405091
203,2002,Europe and Northern America,wat_share_sm_r,0.24115279475434573,Rural,Safely managed,0.24115279475434573
204,2002,Latin America and the Caribbean,wat_share_sm_r,0.2424087791811955,Rural,Safely managed,0.2424087791811955
205,2002,Northern Africa and Western Asia,wat_share_sm_r,0.0992123262571091,Rural,Safely managed,0.0992123262571091
206,2002,Oceania,wat_share_sm_r,0.03456870418384781,Rural,Safely managed,0.03456870418384781
207,2002,Sub-Saharan Africa,wat_share_sm_r,0.0283016922315645,Rural,Safely managed,0.0283016922315645
208,2003,Australia and New Zealand,wat_share_sm_r,0.0,Rural,Safely managed,0.0
209,2003,Central and Southern Asia,wat_share_sm_r,0.3486253934830465,Rural,Safely managed,0.3486253934830465
210,2003,Eastern and South-Eastern Asia,wat_share_sm_r,0.06324774312092332,Rural,Safely managed,0.06324774312092332
211,2003,Europe and Northern America,wat_share_sm_r,0.24085258649541683,Rural,Safely managed,0.24085258649541683
212,2003,Latin America and the Caribbean,wat_share_sm_r,0.24505620956111437,Rural,Safely managed,0.24505620956111437
213,2003,Northern Africa and Western Asia,wat_share_sm_r,0.10052970092344543,Rural,Safely managed,0.10052970092344543
214,2003,Oceania,wat_share_sm_r,0.03378451354591729,Rural,Safely managed,0.03378451354591729
215,2003,Sub-Saharan Africa,wat_share_sm_r,0.02966065819854006,Rural,Safely managed,0.02966065819854006
216,2004,Australia and New Zealand,wat_share_sm_r,0.0,Rural,Safely managed,0.0
217,2004,Central and Southern Asia,wat_share_sm_r,0.36012760438618246,Rural,Safely managed,0.36012760438618246
218,2004,Eastern and South-Eastern Asia,wat_share_sm_r,0.06624497546770891,Rural,Safely managed,0.06624497546770891
219,2004,Europe and Northern America,wat_share_sm_r,0.24545967248719205,Rural,Safely managed,0.24545967248719205
220,2004,Latin America and the Caribbean,wat_share_sm_r,0.2475451055542326,Rural,Safely managed,0.2475451055542326
221,2004,Northern Africa and Western Asia,wat_share_sm_r,0.10186888143189297,Rural,Safely managed,0.10186888143189297
222,2004,Oceania,wat_share_sm_r,0.03298308297314123,Rural,Safely managed,0.03298308297314123
223,2004,Sub-Saharan Africa,wat_share_sm_r,0.03119086764260311,Rural,Safely managed,0.03119086764260311
224,2005,Australia and New Zealand,wat_share_sm_r,0.0,Rural,Safely managed,0.0
225,2005,Central and Southern Asia,wat_share_sm_r,0.37184743111361235,Rural,Safely managed,0.37184743111361235
226,2005,Eastern and South-Eastern Asia,wat_share_sm_r,0.06870700048236927,Rural,Safely managed,0.06870700048236927
227,2005,Europe and Northern America,wat_share_sm_r,0.250003693186089,Rural,Safely managed,0.250003693186089
228,2005,Latin America and the Caribbean,wat_share_sm_r,0.2500108784034734,Rural,Safely managed,0.2500108784034734
229,2005,Northern Africa and Western Asia,wat_share_sm_r,0.10320749161173916,Rural,Safely managed,0.10320749161173916
230,2005,Oceania,wat_share_sm_r,0.032215093984843575,Rural,Safely managed,0.032215093984843575
231,2005,Sub-Saharan Africa,wat_share_sm_r,0.032726569318312394,Rural,Safely managed,0.032726569318312394
232,2006,Australia and New Zealand,wat_share_sm_r,0.0,Rural,Safely managed,0.0
233,2006,Central and Southern Asia,wat_share_sm_r,0.3836530497660134,Rural,Safely managed,0.3836530497660134
234,2006,Eastern and South-Eastern Asia,wat_share_sm_r,0.07103507480785211,Rural,Safely managed,0.07103507480785211
235,2006,Europe and Northern America,wat_share_sm_r,0.25427994234214746,Rural,Safely managed,0.25427994234214746
236,2006,Latin America and the Caribbean,wat_share_sm_r,0.252467917673123,Rural,Safely managed,0.252467917673123
237,2006,Northern Africa and Western Asia,wat_share_sm_r,0.10409682365326013,Rural,Safely managed,0.10409682365326013
238,2006,Oceania,wat_share_sm_r,0.031476804889780184,Rural,Safely managed,0.031476804889780184
239,2006,Sub-Saharan Africa,wat_share_sm_r,0.03431315671371182,Rural,Safely managed,0.03431315671371182
240,2007,Australia and New Zealand,wat_share_sm_r,0.0,Rural,Safely managed,0.0
241,2007,Central and Southern Asia,wat_share_sm_r,0.39570432461630173,Rural,Safely managed,0.39570432461630173
242,2007,Eastern and South-Eastern Asia,wat_share_sm_r,0.07341690595833184,Rural,Safely managed,0.07341690595833184
243,2007,Europe and Northern America,wat_share_sm_r,0.2587067774733783,Rural,Safely managed,0.2587067774733783
244,2007,Latin America and the Caribbean,wat_share_sm_r,0.25489942512345326,Rural,Safely managed,0.25489942512345326
245,2007,Northern Africa and Western Asia,wat_share_sm_r,0.10465521155529343,Rural,Safely managed,0.10465521155529343
246,2007,Oceania,wat_share_sm_r,0.030766089412920646,Rural,Safely managed,0.030766089412920646
247,2007,Sub-Saharan Africa,wat_share_sm_r,0.03655989354595301,Rural,Safely managed,0.03655989354595301
248,2008,Australia and New Zealand,wat_share_sm_r,0.0,Rural,Safely managed,0.0
249,2008,Central and Southern Asia,wat_share_sm_r,0.40788731812057255,Rural,Safely managed,0.40788731812057255
250,2008,Eastern and South-Eastern Asia,wat_share_sm_r,0.07587620614844193,Rural,Safely managed,0.07587620614844193
251,2008,Europe and Northern America,wat_share_sm_r,0.25758011262134234,Rural,Safely managed,0.25758011262134234
252,2008,Latin America and the Caribbean,wat_share_sm_r,0.25772507471444617,Rural,Safely managed,0.25772507471444617
253,2008,Northern Africa and Western Asia,wat_share_sm_r,0.10723538840575687,Rural,Safely managed,0.10723538840575687
254,2008,Oceania,wat_share_sm_r,0.03003519483626034,Rural,Safely managed,0.03003519483626034
255,2008,Sub-Saharan Africa,wat_share_sm_r,0.03877183534230454,Rural,Safely managed,0.03877183534230454
256,2009,Australia and New Zealand,wat_share_sm_r,0.0,Rural,Safely managed,0.0
257,2009,Central and Southern Asia,wat_share_sm_r,0.42125193819936363,Rural,Safely managed,0.42125193819936363
258,2009,Eastern and South-Eastern Asia,wat_share_sm_r,0.0784084035189266,Rural,Safely managed,0.0784084035189266
259,2009,Europe and Northern America,wat_share_sm_r,0.26161294187058726,Rural,Safely managed,0.26161294187058726
260,2009,Latin America and the Caribbean,wat_share_sm_r,0.26052894440363805,Rural,Safely managed,0.26052894440363805
